Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,eFG%,FT,FTA,PTS,FG
387,Austin Rivers\riverau01,SG-PG,26,TOT,42,1183,8.3,0.517,0.577,0.176,1.4,8.9,5.1,12.5,1.1,1,11.5,14.9,0.2,0.3,0.6,0.022,-1.7,-1.7,-3.4,-0.4,0.509,32,59,374,138
387,Austin Rivers\riverau01,SG,26,WAS,29,683,7,0.49,0.546,0.237,1.7,9.8,5.7,11.4,1.3,1.2,14.4,15.6,-0.4,0.2,-0.2,-0.015,-3,-1.4,-4.4,-0.4,0.477,25,46,210,76
387,Austin Rivers\riverau01,PG,26,HOU,13,500,10,0.555,0.62,0.092,0.9,7.7,4.2,14,0.9,0.7,6.9,13.9,0.7,0.1,0.8,0.073,0.2,-2.1,-1.9,0,0.553,7,13,164,62
388,Devin Robinson\robinde01,SF,23,WAS,4,32,26.4,0.607,0,0.462,6.7,17.5,12,10.3,4.5,2.7,0,20.8,0.1,0,0.1,0.225,1.5,1.2,2.7,0,0.615,3,6,19,8
389,Duncan Robinson\robindu01,PF,24,MIA,4,29,6.6,0.5,1,0,0,18.2,9.1,0,1.7,0,0,8.8,0,0,0,0.065,-4.4,-2.8,-7.1,0,0.5,0,0,6,2
390,Glenn Robinson\robingl02,SF,25,DET,28,409,7.2,0.486,0.354,0.274,2.3,8.1,5,4.6,1.2,1,9.3,14.6,-0.1,0.3,0.3,0.031,-4.1,-0.6,-4.7,-0.3,0.429,26,31,123,43
391,Jerome Robinson\robinje01,SG,21,LAC,9,48,11.3,0.614,0.5,0,0,6.4,3.3,3.4,0,0,8.3,21.2,0,0,0,0.037,-0.3,-5.7,-6.1,0,0.614,0,0,27,11
392,Mitchell Robinson\robinmi01,C,20,NYK,29,491,16.9,0.642,0,0.352,12.4,11.2,11.8,5.3,1.9,8.9,13.2,10.4,1,0.6,1.5,0.149,-0.1,4.9,4.7,0.8,0.648,17,32,135,59
393,Rajon Rondo\rondora01,PG,32,LAL,14,341,14.2,0.505,0.252,0.117,3.4,14.8,9.3,37.4,1.9,0,20.4,17.9,0.2,0.4,0.7,0.092,-1.2,-0.1,-1.3,0.1,0.495,8,13,118,50
394,Derrick Rose\rosede01,PG,30,MIN,35,1028,19.8,0.57,0.224,0.215,2.3,8,5.1,27.5,1.1,0.8,9.4,26.3,2.2,0.3,2.6,0.12,3.1,-2.6,0.4,0.6,0.532,98,114,663,256
395,Terrence Ross\rosste01,SG,27,ORL,46,1202,14.4,0.555,0.499,0.124,1.2,11.9,6.5,9.2,1.7,1.3,7.7,23,0.5,1.1,1.6,0.065,0.2,-1.4,-1.2,0.3,0.534,56,68,640,239
396,Terry Rozier\roziete01,PG,24,BOS,46,1042,12.4,0.485,0.503,0.146,2.3,16.9,9.6,17.5,1.9,1.1,9.3,18.4,0.3,1.6,1.9,0.086,-1.3,0.8,-0.5,0.4,0.459,43,55,390,141
397,Ricky Rubio\rubiori01,PG,28,UTA,40,1168,12.5,0.51,0.366,0.245,1.4,11.7,6.6,31.8,2.2,0.6,19.6,23.1,-0.3,1.8,1.4,0.059,-1.4,0.6,-0.7,0.4,0.461,94,111,512,181
398,D'Angelo Russell\russeda01,PG,22,BRK,46,1359,18.4,0.532,0.41,0.107,1.8,11.9,6.8,37.7,1.8,0.8,14,30.1,1.2,1.1,2.3,0.081,2.9,-1,1.8,1.3,0.513,68,84,872,342
399,Domantas Sabonis\sabondo01,C,22,IND,43,1089,24.1,0.665,0.02,0.412,11.9,30.1,21.2,17.9,1.3,1.7,16.7,23.3,3.2,2.1,5.3,0.233,2.6,2.3,5,1.9,0.629,128,169,644,255
400,Dario Saric\saricda01,PF,24,TOT,44,1113,11.8,0.541,0.469,0.206,6.1,18,12.1,8.8,1,0.4,11.8,18,0.7,0.8,1.6,0.068,-0.6,-1.2,-1.8,0.1,0.5,69,79,453,162
400,Dario Saric\saricda01,PF,24,PHI,13,396,8.2,0.496,0.53,0.227,5.9,16.9,11.6,9,0.5,0.6,14.7,18.1,-0.1,0.3,0.2,0.025,-2.4,-1.5,-3.9,-0.2,0.443,27,30,144,48
400,Dario Saric\saricda01,PF,24,MIN,31,717,13.9,0.565,0.437,0.194,6.3,18.6,12.4,8.7,1.3,0.4,10.2,17.9,0.9,0.5,1.4,0.092,0.3,-1,-0.7,0.2,0.53,42,49,309,114
401,Tomas Satoransky\satorto01,SG,27,WAS,45,1015,13.4,0.591,0.31,0.278,3.6,9.9,6.7,20.8,2,0.7,15.6,13.7,1.5,0.5,2,0.096,-0.2,-0.8,-1,0.3,0.549,56,68,325,119
402,Dennis Schroder\schrode01,PG,25,OKC,44,1269,12.7,0.497,0.29,0.199,1.7,11.4,6.4,22.2,1.5,0.5,14,25.4,-0.3,1.6,1.3,0.048,-2.3,-1.1,-3.4,-0.5,0.457,105,125,678,257
403,Mike Scott\scottmi01,PF,30,LAC,45,630,9.4,0.497,0.578,0.083,3.8,21.2,12.9,8.2,1.3,1,10,14.9,0,0.6,0.6,0.046,-1.6,-0.3,-1.9,0,0.49,10,16,198,74
404,Thabo Sefolosha\sefolth01,SF,34,UTA,26,289,11.5,0.616,0.483,0.241,1.5,25.7,13.8,4.8,3.8,0.3,18.9,11.8,0,0.7,0.7,0.108,-3.2,3.2,0,0.1,0.612,8,14,79,29
405,Wayne Selden\seldewa01,SG,24,TOT,39,563,8.2,0.483,0.389,0.189,3.6,7.2,5.4,12.7,1.1,1,12,18.9,-0.4,0.4,0,-0.002,-3.5,-2.1,-5.6,-0.5,0.455,26,36,199,75
405,Wayne Selden\seldewa01,SG,24,MEM,32,455,9,0.495,0.391,0.18,3.9,7.2,5.5,12.6,1.1,1.3,11.7,19.8,-0.2,0.3,0.1,0.01,-3.1,-1.9,-5,-0.3,0.466,22,29,172,65
405,Wayne Selden\seldewa01,SG,24,CHI,7,108,4.7,0.421,0.379,0.241,2,7.1,4.5,13.3,0.9,0,13.5,15.2,-0.1,0,-0.1,-0.056,-5.4,-2.7,-8.2,-0.2,0.397,4,7,27,10
406,Collin Sexton\sextoco01,PG,20,CLE,47,1399,10,0.491,0.161,0.211,2.2,9.3,5.6,15.7,0.9,0.2,13.6,25.4,-1.2,-0.5,-1.6,-0.056,-3.2,-3.7,-6.9,-1.7,0.445,116,134,680,262
407,Landry Shamet\shamela01,SG,21,PHI,47,936,10.5,0.598,0.71,0.152,1.5,6.4,4.1,6.7,1.1,0.6,6.8,15.3,1.2,0.6,1.8,0.091,0.8,-2.4,-1.6,0.1,0.576,37,45,379,129
408,Iman Shumpert\shumpim01,SG,28,SAC,36,922,10.6,0.526,0.586,0.108,1.9,10.3,6,10.1,2.1,1.3,9.1,15.4,0.4,0.8,1.2,0.061,-0.2,0,-0.2,0.4,0.505,27,32,327,117
409,Pascal Siakam\siakapa01,PF,24,TOR,47,1459,18.6,0.638,0.203,0.324,5.5,18.5,12.1,13.7,1.6,1.8,13.2,18.8,3.3,2,5.3,0.174,2,1.9,3.9,2.2,0.603,122,156,703,275
410,Ben Simmons\simmobe01,PG,22,PHI,46,1536,21.2,0.595,0,0.478,7.6,22.4,15.3,37.7,1.8,1.8,20.1,22.1,3.1,2.2,5.3,0.166,2,2.7,4.8,2.6,0.584,145,254,765,310
411,Jonathon Simmons\simmojo02,SG,29,ORL,36,743,7.3,0.443,0.279,0.233,2.6,9.6,6,15.7,1.1,1.5,14.8,20.2,-1.1,0.5,-0.6,-0.038,-5.2,-0.9,-6.1,-0.8,0.395,49,61,256,95
412,Anfernee Simons\simonan01,SG,19,POR,10,57,-4.8,0.291,0.333,0.167,0,12.6,6.5,9.6,0,0,18.9,23.7,-0.3,0,-0.3,-0.272,-12.3,-3.6,-16,-0.2,0.292,1,4,15,7
413,Marcus Smart\smartma01,SG,24,BOS,45,1185,13.2,0.564,0.619,0.267,2.9,8.7,5.8,19.9,3.3,1.2,16.3,13.7,1.4,1.9,3.3,0.134,0.7,1.7,2.4,1.3,0.527,58,75,354,116
414,Dennis Smith\smithde03,PG,21,DAL,28,776,11.4,0.534,0.349,0.242,2.1,7.9,5.1,22,2.4,1.1,20.7,22.8,-0.5,0.8,0.3,0.019,-2,0,-2,0,0.508,49,72,352,132
415,Ish Smith\smithis01,PG,30,DET,25,580,8.7,0.474,0.367,0.081,0.2,8.6,4.2,19,0.9,1,10.2,18.8,-0.2,0.5,0.3,0.024,-2.9,-1.5,-4.4,-0.4,0.464,12,18,217,89
416,J.R. Smith\smithjr01,SG,33,CLE,11,222,8,0.444,0.494,0.127,0,9.5,4.6,13.9,2.5,1.2,11.7,18.8,-0.3,0,-0.2,-0.047,-3.2,-2,-5.2,-0.2,0.418,8,10,74,27
417,Jason Smith\smithja02,C-PF,32,TOT,18,170,10.6,0.507,0.38,0.28,8.9,21.7,15.3,10.2,0.8,3.5,17.6,17,0,0.2,0.2,0.05,-3.8,0.2,-3.6,-0.1,0.45,12,14,57,19
417,Jason Smith\smithja02,C,32,WAS,12,130,11.9,0.52,0.27,0.324,9.1,22.4,15.6,12.4,0.4,3.3,14.2,16.2,0.1,0.1,0.2,0.071,-3,-0.2,-3.1,0,0.459,10,12,44,15
417,Jason Smith\smithja02,PF,32,MIL,6,40,6.4,0.468,0.692,0.154,8.3,19.5,14.3,3.1,2.3,4.3,26.5,19.9,-0.1,0.1,0,-0.018,-6.7,1.3,-5.3,0,0.423,2,2,13,4
418,Tony Snell\snellto01,SG,27,MIL,45,776,11.4,0.607,0.607,0.146,2.6,9.6,6.3,6,0.9,1,6.4,13.5,1.1,1,2.1,0.128,0,-0.6,-0.6,0.3,0.58,29,32,283,100
419,Ray Spalding\spaldra01,PF,21,DAL,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,0.004,-6.2,0.6,-5.6,0,,0,0,0,0
420,Omari Spellman\spellom01,PF,21,ATL,28,480,13.6,0.528,0.5,0.23,9.9,15.8,12.8,7.8,1.6,3.6,10.4,15.4,0.5,0.4,0.9,0.088,-0.8,0.6,-0.1,0.2,0.497,25,34,172,60
421,Nik Stauskas\stausni01,SG,25,POR,43,668,11.1,0.547,0.548,0.158,1.6,10.8,6.3,13,1,0.5,13.8,18,0.3,0.5,0.8,0.056,-0.8,-1.7,-2.5,-0.1,0.515,32,36,267,96
422,D.J. Stephens\stephdj01,SG,28,MEM,1,7,5.6,0.5,0,0,0,0,0,0,7.2,0,33.3,19.6,0,0,0,-0.123,-10,2.5,-7.5,0,0.5,0,0,2,1
423,Lance Stephenson\stephla01,SG,28,LAL,46,700,13,0.537,0.424,0.141,3,16.4,9.9,18.5,1.9,0.6,15.7,21.1,0,0.9,1,0.066,-1.4,0,-1.4,0.1,0.527,25,40,323,126
424,Edmond Sumner\sumneed01,PG,23,IND,9,34,-5.4,0.282,0.5,0.25,6.7,3.2,4.9,3.6,1.4,0,31.1,16.5,-0.2,0,-0.1,-0.193,-9.8,-1.5,-11.2,-0.1,0.313,0,2,5,2
425,Caleb Swanigan\swanica01,PF,21,POR,16,134,4.2,0.377,0.105,0.184,10.5,28.4,19.6,6.8,1.4,0,26.7,17.8,-0.4,0.2,-0.2,-0.075,-8.5,-0.1,-8.6,-0.2,0.329,6,7,31,12
426,Jayson Tatum\tatumja01,SF,20,BOS,46,1432,15.9,0.552,0.336,0.241,3.5,18.2,10.8,8.8,1.6,2.3,9.1,22.6,1.2,2.2,3.5,0.116,-0.8,0.6,-0.2,0.6,0.508,126,148,750,274
427,Jeff Teague\teaguje01,PG,30,MIN,30,915,14.9,0.522,0.276,0.379,1.3,7,4.1,36.9,1.8,1.2,17.1,18.8,1.1,0.5,1.6,0.081,-0.2,-2.2,-2.5,-0.1,0.453,90,110,353,118
428,Garrett Temple\templga01,SG,32,MEM,46,1443,9.1,0.558,0.534,0.195,1.3,10,5.6,6.5,1.6,1.6,11.3,14.3,0.1,1.4,1.5,0.051,-1.7,0.5,-1.1,0.3,0.53,56,72,447,160
429,Milos Teodosic\teodomi01,PG,31,LAC,15,150,6.7,0.557,0.675,0.175,2.2,8.8,5.7,28.9,1,0.5,32.8,18.1,-0.1,0.1,-0.1,-0.023,-2.5,-3,-5.5,-0.1,0.55,4,7,48,17
430,Jared Terrell\terreja01,SG,23,MIN,3,26,-8.1,0.155,0.333,0.167,4,4.2,4.1,9.5,3.7,3.3,18.9,25.7,-0.2,0,-0.2,-0.382,-14.9,0.1,-14.8,-0.1,0.125,1,2,4,1
431,Daniel Theis\theisda01,C,26,BOS,35,531,17.3,0.619,0.252,0.319,10.8,17.8,14.3,10.4,1,3.4,10.2,16.9,1.4,0.8,2.2,0.195,1,1.2,2.2,0.6,0.589,38,52,230,88
432,Khyri Thomas\thomakh01,SG,22,DET,11,95,11.7,0.561,0.517,0.31,2.2,12,6.9,4.7,1.5,1.8,5.7,15.7,0.1,0.1,0.2,0.105,-1.7,-0.7,-2.4,0,0.534,6,9,37,12
433,Lance Thomas\thomala01,PF,30,NYK,18,276,6.1,0.458,0.387,0.21,3.3,15.1,8.9,5,1.9,1.2,14,12.1,-0.2,0.2,0,-0.002,-4.4,0,-4.4,-0.2,0.411,11,13,62,23
434,Klay Thompson\thompkl01,SG,28,GSW,46,1579,15.9,0.549,0.406,0.127,1.5,11.2,6.5,8.7,1.8,1.7,7.5,26.5,1,1.4,2.4,0.072,0,-2,-2,0,0.529,88,109,995,390
435,Tristan Thompson\thomptr01,C,27,CLE,35,1043,18.9,0.547,0,0.258,16,26.3,20.9,11.3,1.3,1.3,12,17.7,1.9,0.4,2.2,0.103,0.6,0.1,0.7,0.7,0.526,55,85,401,173
436,Sindarius Thornwell\thornsi01,SG,24,LAC,29,150,4.5,0.536,0.308,0.5,1.5,16.3,9.2,8.6,1,1,27.4,12.4,-0.1,0.1,0,-0.01,-5,-0.2,-5.1,-0.1,0.442,11,13,34,11
437,Anthony Tolliver\tollian01,PF,33,MIN,30,453,9.2,0.615,0.88,0.24,2.3,12.2,7.2,5,1.2,1.9,14,12,0.3,0.3,0.6,0.063,-0.5,-0.6,-1.1,0.1,0.59,18,24,136,42
438,Karl-Anthony Towns\townska01,C,23,MIN,45,1494,23.9,0.597,0.283,0.317,10.4,29.2,19.6,14.4,1.3,4.8,13.3,27.3,3.2,2.1,5.3,0.171,3,2.3,5.3,2.7,0.548,195,233,1001,364
439,Gary Trent\trentga02,SG,20,POR,7,33,3.2,0.373,0.471,0.235,0,12.5,6.4,4.3,0,2.4,5.1,25.5,-0.1,0,-0.1,-0.125,-7.9,-4.4,-12.3,-0.1,0.382,1,4,14,5
440,Allonzo Trier\trieral01,SG,23,NYK,37,807,11.3,0.541,0.21,0.378,2.1,11.5,6.6,12.5,0.8,1.4,15.9,20.8,0,0.2,0.1,0.008,-2.9,-1.8,-4.7,-0.5,0.479,87,108,361,126
441,P.J. Tucker\tuckepj01,PF,33,HOU,45,1594,9.5,0.559,0.714,0.151,4.6,15.8,10,5,1.9,1,10.5,10.2,1.3,1.1,2.4,0.074,-0.4,0.8,0.4,1,0.548,30,47,371,128
442,Evan Turner\turneev01,PG,30,POR,46,1129,11.8,0.509,0.127,0.23,2.9,17.3,10.3,22.5,1.1,1,18.2,16.8,0.2,1.1,1.3,0.056,-2.3,0.9,-1.4,0.2,0.48,53,76,370,155
443,Myles Turner\turnemy01,C,22,IND,40,1116,17.9,0.567,0.189,0.232,5.7,22.1,14.1,8.8,1,8.9,11.8,20.2,0.9,2.4,3.2,0.139,-1.9,4.8,2.9,1.4,0.545,66,96,516,210
444,Ekpe Udoh\udohek01,C,31,UTA,29,162,16.4,0.724,0,0.375,6.8,16,11.5,11.1,0.9,6.5,17.7,12.1,0.3,0.3,0.6,0.181,-1.3,4.2,2.9,0.2,0.75,6,12,54,24
445,Tyler Ulis\ulisty01,PG,23,CHI,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.015,-7.2,-0.2,-7.4,0,,0,0,0,0
446,Jonas Valanciunas\valanjo01,C,26,TOR,30,564,25,0.639,0.116,0.363,10.6,30.3,20.7,8.4,1.1,3.3,11.5,25.9,1.7,1,2.7,0.227,1,0.4,1.3,0.5,0.593,77,94,384,149
447,Fred VanVleet\vanvlfr01,PG,24,TOR,42,1120,13.2,0.522,0.501,0.191,1.7,8.8,5.3,22.9,1.6,0.8,11.3,17.7,1.3,1.1,2.4,0.101,0.6,-0.7,-0.1,0.5,0.488,59,72,427,150
448,Noah Vonleh\vonleno01,PF,23,NYK,44,1157,15.1,0.574,0.319,0.379,7.5,27.2,16.9,11.2,1.5,2.9,15.1,14.3,1.4,1.2,2.5,0.105,-0.7,2.1,1.4,1,0.532,79,108,382,133
449,Nikola Vucevic\vucevni01,C,28,ORL,45,1396,25.6,0.577,0.192,0.17,8.9,33.3,20.9,22.9,1.5,2.9,10,27.9,2.9,2.3,5.2,0.178,3.4,3,6.4,3,0.555,96,125,912,381
450,Dwyane Wade\wadedw01,SG,37,MIA,35,889,15.1,0.516,0.317,0.272,3.5,11.6,7.6,26.6,1.2,1.7,14.3,26.5,0.2,0.9,1.1,0.06,-0.2,-0.7,-0.9,0.3,0.486,78,115,489,183
451,Moritz Wagner\wagnemo01,C,21,LAL,14,96,11.1,0.492,0.457,0.239,5.5,19.6,12.8,10.3,1,1.6,12.1,25,-0.1,0.1,0.1,0.032,-3.4,-1.7,-5.1,-0.1,0.457,8,11,50,17
452,Dion Waiters\waitedi01,SG,27,MIA,7,108,13.7,0.516,0.574,0.093,1,15.6,8.3,21.9,0.9,0.8,9.6,24.6,0,0.1,0.1,0.054,0.3,-2.3,-2.1,0,0.537,0,5,58,24
453,Kemba Walker\walkeke02,PG,28,CHO,45,1536,21.3,0.559,0.452,0.271,1.7,11.9,6.7,27.7,1.7,1.2,10.4,31.4,2.7,1.3,4,0.124,4.8,-1.5,3.3,2,0.516,199,244,1129,392
454,Lonnie Walker\walkelo01,SG,20,SAS,1,5,20,0.75,0.5,0,0,21.7,11,0,0,0,0,17.7,0,0,0,0.179,1.6,-7.3,-5.8,0,0.75,0,0,3,1
455,John Wall\walljo01,PG,28,WAS,32,1104,18.3,0.527,0.306,0.317,1.5,10.2,5.8,39.7,2.1,2.2,16.1,29,0.5,0.7,1.2,0.051,1.1,-1.1,0,0.5,0.49,122,175,663,245
456,Tyrone Wallace\wallaty01,PG,24,LAC,35,376,9.2,0.46,0.094,0.252,4.4,12.5,8.6,8.1,1.9,1.4,9.9,19.4,-0.3,0.3,0,-0.003,-4.3,-0.7,-5,-0.3,0.453,16,35,142,62
457,Taurean Waller-Prince\princta02,SF,24,ATL,24,650,11.7,0.558,0.534,0.201,1.6,14.7,8,11.7,1.9,1.1,16,22.6,-0.1,0.5,0.3,0.024,-1.3,-1.3,-2.6,-0.1,0.523,47,56,339,119
458,Brad Wanamaker\wanambr01,PG,29,BOS,20,165,13.8,0.558,0.415,0.226,0.6,11.1,5.8,25.2,2.4,0,15.9,18.2,0.2,0.2,0.4,0.118,-1.3,-1.3,-2.7,0,0.509,11,12,65,22
459,T.J. Warren\warretj01,SF,25,PHO,41,1306,16.7,0.578,0.295,0.199,2.5,12.4,7.3,7.7,1.8,1.9,7.1,23.1,1.6,0.7,2.2,0.083,0.5,-1.6,-1.2,0.3,0.548,96,118,747,288
460,Yuta Watanabe\watanyu01,SG,24,MEM,7,47,7.5,0.448,0.308,0.462,0,25,12.2,9.6,1.1,2,16.1,18.2,-0.1,0.1,0,-0.04,-8.2,-0.1,-8.3,-0.1,0.423,3,6,14,5
461,Thomas Welsh\welshth01,C,22,DEN,9,33,13.8,0.643,0.7,0.2,0,13.2,6.6,16.8,0,0,8.4,15.5,0.1,0,0.1,0.134,1.1,-4,-3,0,0.65,1,2,14,5
462,Russell Westbrook\westbru01,PG,30,OKC,37,1315,20,0.475,0.24,0.29,4.1,27.3,15.4,46,3.3,0.8,16.6,31.4,-0.2,2.9,2.6,0.097,1.2,4.5,5.7,2.6,0.443,140,218,805,311
463,Derrick White\whitede01,PG,24,SAS,38,930,13.8,0.574,0.269,0.239,1.9,12.4,7.2,19.8,1.9,1.5,16.1,16.5,0.9,0.9,1.8,0.093,-0.1,0.5,0.5,0.6,0.544,48,63,335,131
464,Okaro White\whiteok01,PF,26,WAS,3,6,-4.5,0,1,0,18,18.6,18.3,0,0,0,0,14.2,0,0,0,-0.254,-11.1,-8.2,-19.3,0,0,0,0,0,0
465,Hassan Whiteside\whiteha01,C,29,MIA,38,981,20.9,0.525,0.039,0.405,15,35.1,25,5.4,1,8.1,11.9,22.4,0.5,2.3,2.8,0.136,-3.7,3.1,-0.6,0.4,0.532,66,156,476,204
466,Andrew Wiggins\wiggian01,SF,23,MIN,41,1403,12.4,0.496,0.301,0.272,3,10.3,6.6,10,1.5,1.4,8.8,24.1,-0.2,0.8,0.6,0.021,-1.6,-1.3,-2.8,-0.3,0.456,130,178,727,264
467,Alan Williams\willial03,PF,26,BRK,1,9,45.2,0.694,0,1,23.8,72.5,48,45.3,0,0,14.8,32.2,0.1,0,0.1,0.427,10.6,5.4,16,0,0.75,2,4,8,3
468,C.J. Williams\willicj01,SG,28,MIN,6,53,-1.9,0.357,0.429,0,0,4.1,2,7.5,0.9,0,17.6,13.5,-0.1,0,-0.1,-0.116,-7.4,-2.8,-10.2,-0.1,0.357,0,0,10,5
469,Johnathan Williams\willijo04,C,23,LAL,7,89,10.4,0.518,0,0.25,13,11.1,12,5.9,0.5,3.6,8.3,11.3,0.1,0.1,0.2,0.109,-2.2,1.1,-1.2,0,0.55,1,5,23,11
470,Kenrich Williams\willike04,SF,24,NOP,12,66,1.5,0.397,0.278,0.111,4.9,12.5,8.8,3.7,0.7,0,13.7,13.7,-0.1,0,-0.1,-0.055,-6.1,-2.9,-9,-0.1,0.361,2,2,15,6
471,Lou Williams\willilo02,SG,32,LAC,40,1019,21,0.559,0.247,0.415,1.8,9.3,5.7,31.5,1.1,0.3,12.1,31.7,2,0.4,2.5,0.115,2.9,-3,0,0.5,0.474,212,235,749,242
472,Marvin Williams\willima02,PF,32,CHO,44,1207,13.2,0.56,0.591,0.151,3.7,18.4,11,6.2,1.6,2.4,5.7,14.9,1.4,1.3,2.7,0.107,0.4,0.7,1,0.9,0.542,41,56,444,158
473,Robert Williams\williro04,C,21,BOS,21,185,20.8,0.736,0,0.286,10.9,20.9,15.9,3,1.6,14.1,16.9,11.1,0.4,0.5,0.9,0.222,-2,7.7,5.7,0.4,0.743,6,10,58,26
474,Troy Williams\willitr02,SF,24,SAC,18,286,11.2,0.55,0.471,0.172,3.2,17,10,4.6,1.6,2.4,7.9,14.8,0.2,0.3,0.5,0.076,-1.7,-0.1,-1.8,0,0.54,9,15,103,40
475,D.J. Wilson\wilsodj01,PF,22,MIL,17,311,14.5,0.592,0.466,0.193,6.4,22,14.7,7.2,1.2,3.1,7.7,14,0.5,0.6,1.1,0.163,-0.5,1.8,1.3,0.3,0.597,8,17,113,43
476,Justise Winslow\winslju01,PF,22,MIA,39,1124,13.1,0.512,0.329,0.207,3.3,16.2,9.7,21.9,1.8,0.9,14.7,20.8,0.2,1.5,1.6,0.069,-1,0.7,-0.2,0.5,0.492,57,89,479,184
477,Christian Wood\woodch01,PF,23,MIL,6,37,23.7,0.636,0.235,0.353,11.9,31.7,22.4,8.2,0,0,9.2,24.7,0.1,0.1,0.2,0.233,0.4,-3.2,-2.8,0,0.588,5,6,25,9
478,Delon Wright\wrighde01,PG,26,TOR,43,790,14.7,0.529,0.322,0.161,4.8,9.6,7.2,16.6,2.4,1.4,9.9,16.5,1,1,2,0.12,0.2,1,1.2,0.6,0.494,37,41,289,112
479,Guerschon Yabusele\yabusgu01,PF,23,BOS,26,152,10.7,0.507,0.395,0.279,8.4,10.6,9.5,8.9,1.9,4.1,15.7,16.3,0,0.2,0.3,0.083,-2.7,1.6,-1.1,0,0.465,9,12,49,18
480,Nick Young\youngni01,SG,33,DEN,4,37,2.4,0.5,0.889,0,0,3,1.5,6.8,0,2.4,18.2,12.8,0,0,0,-0.024,-4.1,-2.9,-7,0,0.5,0,0,9,3
481,Thaddeus Young\youngth01,PF,30,IND,45,1360,16.3,0.568,0.133,0.187,8.4,13.5,11,8.5,2.5,1.3,9.7,17.9,1.7,2.3,4,0.142,0.5,1.7,2.2,1.4,0.559,52,87,572,250
482,Trae Young\youngtr01,PG,20,ATL,45,1338,12.8,0.504,0.374,0.3,2.3,8.8,5.5,37.1,1.4,0.7,20.6,27.2,-0.7,0.5,-0.2,-0.008,-1.3,-2.8,-4.1,-0.7,0.451,151,189,720,250
483,Cody Zeller\zelleco01,C,26,CHO,35,857,16.5,0.618,0.069,0.329,9,18.4,13.7,12.4,1.4,2.8,14.5,15.5,1.7,0.9,2.7,0.149,0.4,1.9,2.3,0.9,0.569,64,76,327,129
484,Ante Zizic\zizican01,C,22,CLE,31,418,17.1,0.586,0,0.465,10.9,23.7,17.1,6.4,0.6,2.3,11.9,18.7,0.7,0.1,0.8,0.092,-1.9,-2.1,-4,-0.2,0.535,44,60,182,69
485,Ivica Zubac\zubaciv01,C,21,LAL,26,359,21.7,0.659,0,0.338,11.5,21.2,16.5,7.5,0.5,4.4,11.3,19.5,1.1,0.5,1.6,0.215,0,0.8,0.8,0.3,0.608,39,44,197,79
